dataset_id,source_row,source_column,cell_text,resolved_text,cell_type,is_merged,merged_range
dataset_b0185afd65c853b06cb505b3,44,8,,,blank,False,
dataset_b0185afd65c853b06cb505b3,44,9,,,blank,False,
dataset_b0185afd65c853b06cb505b3,44,10,3,3,text,False,
dataset_b0185afd65c853b06cb505b3,45,1,统计,统计,text,False,
dataset_b0185afd65c853b06cb505b3,45,2,8,8,text,False,
dataset_b0185afd65c853b06cb505b3,45,3,9,9,text,False,
dataset_b0185afd65c853b06cb505b3,45,4,4,4,text,False,
dataset_b0185afd65c853b06cb505b3,45,5,2,2,text,False,
dataset_b0185afd65c853b06cb505b3,45,6,,,blank,False,
dataset_b0185afd65c853b06cb505b3,45,7,3,3,text,False,
dataset_b0185afd65c853b06cb505b3,45,8,,,blank,False,
dataset_b0185afd65c853b06cb505b3,45,9,,,blank,False,
dataset_b0185afd65c853b06cb505b3,45,10,,,blank,False,
dataset_b0185afd65c853b06cb505b3,46,1,电力,电力,text,False,
dataset_b0185afd65c853b06cb505b3,46,2,75,75,text,False,
dataset_b0185afd65c853b06cb505b3,46,3,80,80,text,False,
dataset_b0185afd65c853b06cb505b3,46,4,24,24,text,False,
dataset_b0185afd65c853b06cb505b3,46,5,14,14,text,False,
dataset_b0185afd65c853b06cb505b3,46,6,17,17,text,False,
dataset_b0185afd65c853b06cb505b3,46,7,20,20,text,False,
dataset_b0185afd65c853b06cb505b3,46,8,,,blank,False,
dataset_b0185afd65c853b06cb505b3,46,9,5,5,text,False,
dataset_b0185afd65c853b06cb505b3,46,10,5,5,text,False,
dataset_b0185afd65c853b06cb505b3,47,1,国有资产,国有资产,text,False,
dataset_b0185afd65c853b06cb505b3,47,2,221,221,text,False,
dataset_b0185afd65c853b06cb505b3,47,3,226,226,text,False,
dataset_b0185afd65c853b06cb505b3,47,4,78,78,text,False,
dataset_b0185afd65c853b06cb505b3,47,5,6,6,text,False,
dataset_b0185afd65c853b06cb505b3,47,6,100,100,text,False,
dataset_b0185afd65c853b06cb505b3,47,7,37,37,text,False,
dataset_b0185afd65c853b06cb505b3,47,8,,,blank,False,
dataset_b0185afd65c853b06cb505b3,47,9,5,5,text,False,
dataset_b0185afd65c853b06cb505b3,47,10,14,14,text,False,
dataset_b0185afd65c853b06cb505b3,48,1,外资,外资,text,False,
dataset_b0185afd65c853b06cb505b3,48,2,30,30,text,False,
dataset_b0185afd65c853b06cb505b3,48,3,32,32,text,False,
dataset_b0185afd65c853b06cb505b3,48,4,2,2,text,False,
dataset_b0185afd65c853b06cb505b3,48,5,,,blank,False,
dataset_b0185afd65c853b06cb505b3,48,6,26,26,text,False,
dataset_b0185afd65c853b06cb505b3,48,7,4,4,text,False,
dataset_b0185afd65c853b06cb505b3,48,8,,,blank,False,
dataset_b0185afd65c853b06cb505b3,48,9,,,blank,False,
dataset_b0185afd65c853b06cb505b3,48,10,,,blank,False,
dataset_b0185afd65c853b06cb505b3,49,1,盐业,盐业,text,False,
dataset_b0185afd65c853b06cb505b3,49,2,98,98,text,False,
dataset_b0185afd65c853b06cb505b3,49,3,111,111,text,False,
dataset_b0185afd65c853b06cb505b3,49,4,53,53,text,False,
dataset_b0185afd65c853b06cb505b3,49,5,2,2,text,False,
dataset_b0185afd65c853b06cb505b3,49,6,15,15,text,False,
dataset_b0185afd65c853b06cb505b3,49,7,37,37,text,False,
dataset_b0185afd65c853b06cb505b3,49,8,,,blank,False,
dataset_b0185afd65c853b06cb505b3,49,9,4,4,text,False,
dataset_b0185afd65c853b06cb505b3,49,10,6,6,text,False,
dataset_b0185afd65c853b06cb505b3,50,1,体育,体育,text,False,
dataset_b0185afd65c853b06cb505b3,50,2,8,8,text,False,
dataset_b0185afd65c853b06cb505b3,50,3,9,9,text,False,
dataset_b0185afd65c853b06cb505b3,50,4,1,1,text,False,
dataset_b0185afd65c853b06cb505b3,50,5,1,1,text,False,
dataset_b0185afd65c853b06cb505b3,50,6,4,4,text,False,
dataset_b0185afd65c853b06cb505b3,50,7,3,3,text,False,
dataset_b0185afd65c853b06cb505b3,50,8,,,blank,False,
dataset_b0185afd65c853b06cb505b3,50,9,,,blank,False,
dataset_b0185afd65c853b06cb505b3,50,10,1,1,text,False,
dataset_b0185afd65c853b06cb505b3,51,1,行政监察,行政监察,text,False,
dataset_b0185afd65c853b06cb505b3,51,2,94,94,text,False,
dataset_b0185afd65c853b06cb505b3,51,3,97,97,text,False,
dataset_b0185afd65c853b06cb505b3,51,4,36,36,text,False,
dataset_b0185afd65c853b06cb505b3,51,5,15,15,text,False,
dataset_b0185afd65c853b06cb505b3,51,6,25,25,text,False,
dataset_b0185afd65c853b06cb505b3,51,7,18,18,text,False,
dataset_b0185afd65c853b06cb505b3,51,8,,,blank,False,
dataset_b0185afd65c853b06cb505b3,51,9,3,3,text,False,
dataset_b0185afd65c853b06cb505b3,51,10,12,12,text,False,
dataset_b0185afd65c853b06cb505b3,52,1,乡政府,乡政府,text,False,
dataset_b0185afd65c853b06cb505b3,52,2,14376,14376,text,False,
dataset_b0185afd65c853b06cb505b3,52,3,14108,14108,text,False,
dataset_b0185afd65c853b06cb505b3,52,4,5795,5795,text,False,
dataset_b0185afd65c853b06cb505b3,52,5,950,950,text,False,
dataset_b0185afd65c853b06cb505b3,52,6,3832,3832,text,False,
dataset_b0185afd65c853b06cb505b3,52,7,2859,2859,text,False,
dataset_b0185afd65c853b06cb505b3,52,8,35,35,text,False,
dataset_b0185afd65c853b06cb505b3,52,9,637,637,text,False,
dataset_b0185afd65c853b06cb505b3,52,10,2144,2144,text,False,
dataset_b0185afd65c853b06cb505b3,53,1,其他,其他,text,False,
dataset_b0185afd65c853b06cb505b3,53,2,110604,110604,text,False,
dataset_b0185afd65c853b06cb505b3,53,3,111542,111542,text,False,
dataset_b0185afd65c853b06cb505b3,53,4,49127,49127,text,False,
dataset_b0185afd65c853b06cb505b3,53,5,8375,8375,text,False,
dataset_b0185afd65c853b06cb505b3,53,6,28240,28240,text,False,
dataset_b0185afd65c853b06cb505b3,53,7,21606,21606,text,False,
dataset_b0185afd65c853b06cb505b3,53,8,521,521,text,False,
dataset_b0185afd65c853b06cb505b3,53,9,3673,3673,text,False,
dataset_b0185afd65c853b06cb505b3,53,10,15555,15555,text,False,
dataset_4e354752eca761121cc4dcf6,1,1,表16,表16,text,False,
dataset_4e354752eca761121cc4dcf6,1,2,,,blank,False,
dataset_4e354752eca761121cc4dcf6,1,3,,,blank,False,
dataset_4e354752eca761121cc4dcf6,1,4,,,blank,False,
dataset_4e354752eca761121cc4dcf6,2,1,人民检察院女检察官统计表,人民检察院女检察官统计表,text,False,
dataset_4e354752eca761121cc4dcf6,2,2,,,blank,False,
dataset_4e354752eca761121cc4dcf6,2,3,,,blank,False,
dataset_4e354752eca761121cc4dcf6,2,4,,,blank,False,
dataset_4e354752eca761121cc4dcf6,3,1,,,blank,False,
dataset_4e354752eca761121cc4dcf6,3,2,计算单位,计算单位,text,False,
dataset_4e354752eca761121cc4dcf6,3,3,2019 年,2019 年,text,False,
dataset_4e354752eca761121cc4dcf6,3,4,上年,上年,text,False,
dataset_4e354752eca761121cc4dcf6,4,1,员额检察官人数,员额检察官人数,text,False,
dataset_4e354752eca761121cc4dcf6,4,2,人,人,text,False,
dataset_4e354752eca761121cc4dcf6,4,3,,,blank,False,
dataset_4e354752eca761121cc4dcf6,4,4,,,blank,False,
dataset_4e354752eca761121cc4dcf6,5,1,其中:女,其中:女,text,False,
dataset_4e354752eca761121cc4dcf6,5,2,人,人,text,False,
dataset_4e354752eca761121cc4dcf6,5,3,,,blank,False,
dataset_4e354752eca761121cc4dcf6,5,4,,,blank,False,
dataset_4e354752eca761121cc4dcf6,6,1,检察长人数,检察长人数,text,False,
dataset_4e354752eca761121cc4dcf6,6,2,人,人,text,False,
dataset_4e354752eca761121cc4dcf6,6,3,,,blank,False,
dataset_4e354752eca761121cc4dcf6,6,4,3390,3390,text,False,
dataset_4e354752eca761121cc4dcf6,7,1,其中:女,其中:女,text,False,
dataset_4e354752eca761121cc4dcf6,7,2,人,人,text,False,
dataset_4e354752eca761121cc4dcf6,7,3,,,blank,False,
dataset_4e354752eca761121cc4dcf6,7,4,355,355,text,False,
dataset_4e354752eca761121cc4dcf6,8,1,副检察长人数,副检察长人数,text,False,
dataset_4e354752eca761121cc4dcf6,8,2,人,人,text,False,
dataset_4e354752eca761121cc4dcf6,8,3,,,blank,False,
dataset_4e354752eca761121cc4dcf6,8,4,12884,12884,text,False,
dataset_4e354752eca761121cc4dcf6,9,1,其中:女,其中:女,text,False,
dataset_4e354752eca761121cc4dcf6,9,2,人,人,text,False,
dataset_4e354752eca761121cc4dcf6,9,3,,,blank,False,
dataset_4e354752eca761121cc4dcf6,9,4,1896,1896,text,False,
dataset_4e354752eca761121cc4dcf6,10,1,,,blank,False,
dataset_4e354752eca761121cc4dcf6,10,2,,,blank,False,
dataset_4e354752eca761121cc4dcf6,10,3,,,blank,False,
dataset_4e354752eca761121cc4dcf6,10,4,,,blank,False,
dataset_4e354752eca761121cc4dcf6,11,1,备注:此表来源于《中国妇女儿童状况统计资料》。《中国妇女儿童状况统计资料》是国家统计局根据《中,备注:此表来源于《中国妇女儿童状况统计资料》。《中国妇女儿童状况统计资料》是国家统计局根据《中,text,False,
dataset_4e354752eca761121cc4dcf6,11,2,,,blank,False,
dataset_4e354752eca761121cc4dcf6,11,3,,,blank,False,
dataset_4e354752eca761121cc4dcf6,11,4,,,blank,False,
dataset_4e354752eca761121cc4dcf6,12,1,"国妇女发展纲要(2011-2020年)》统计监测报告相关数据,反映中国妇女发展现状的综合性统计资料。本表主","国妇女发展纲要(2011-2020年)》统计监测报告相关数据,反映中国妇女发展现状的综合性统计资料。本表主",text,False,
dataset_4e354752eca761121cc4dcf6,12,2,,,blank,False,
dataset_4e354752eca761121cc4dcf6,12,3,,,blank,False,
dataset_4e354752eca761121cc4dcf6,12,4,,,blank,False,
dataset_4e354752eca761121cc4dcf6,13,1,要反映《纲要》中妇女“参与社会”管理部分。,要反映《纲要》中妇女“参与社会”管理部分。,text,False,
dataset_4e354752eca761121cc4dcf6,13,2,,,blank,False,
dataset_4e354752eca761121cc4dcf6,13,3,,,blank,False,
dataset_4e354752eca761121cc4dcf6,13,4,,,blank,False,
dataset_14c952d3398a066625b1928a,1,1,表17,表17,text,False,
dataset_14c952d3398a066625b1928a,1,2,,,blank,False,
dataset_14c952d3398a066625b1928a,1,3,,,blank,False,
dataset_14c952d3398a066625b1928a,1,4,,,blank,False,
dataset_14c952d3398a066625b1928a,1,5,,,blank,False,
dataset_14c952d3398a066625b1928a,1,6,,,blank,False,
dataset_14c952d3398a066625b1928a,1,7,,,blank,False,
dataset_14c952d3398a066625b1928a,1,8,,,blank,False,
dataset_14c952d3398a066625b1928a,1,9,,,blank,False,
dataset_14c952d3398a066625b1928a,1,10,,,blank,False,
dataset_14c952d3398a066625b1928a,2,1,2019年全国法院审理各类二审案件情况统计表,2019年全国法院审理各类二审案件情况统计表,text,False,
dataset_14c952d3398a066625b1928a,2,2,,,blank,False,
dataset_14c952d3398a066625b1928a,2,3,,,blank,False,
dataset_14c952d3398a066625b1928a,2,4,,,blank,False,
dataset_14c952d3398a066625b1928a,2,5,,,blank,False,
dataset_14c952d3398a066625b1928a,2,6,,,blank,False,
dataset_14c952d3398a066625b1928a,2,7,,,blank,False,
dataset_14c952d3398a066625b1928a,2,8,,,blank,False,
dataset_14c952d3398a066625b1928a,2,9,,,blank,False,
dataset_14c952d3398a066625b1928a,2,10,,,blank,False,
dataset_14c952d3398a066625b1928a,3,1,(单位:件),(单位:件),text,False,
dataset_14c952d3398a066625b1928a,3,2,,,blank,False,
dataset_14c952d3398a066625b1928a,3,3,,,blank,False,
dataset_14c952d3398a066625b1928a,3,4,,,blank,False,
dataset_14c952d3398a066625b1928a,3,5,,,blank,False,
dataset_14c952d3398a066625b1928a,3,6,,,blank,False,
dataset_14c952d3398a066625b1928a,3,7,,,blank,False,
dataset_14c952d3398a066625b1928a,3,8,,,blank,False,
dataset_14c952d3398a066625b1928a,3,9,,,blank,False,
dataset_14c952d3398a066625b1928a,3,10,,,blank,False,
dataset_14c952d3398a066625b1928a,4,1,案件类别,案件类别,text,True,$A$4:$A$5
dataset_14c952d3398a066625b1928a,4,2,收 案,收 案,text,True,$B$4:$B$5
dataset_14c952d3398a066625b1928a,4,3,结 案,结 案,text,True,$C$4:$C$5
dataset_14c952d3398a066625b1928a,4,4,结案方式,结案方式,text,True,$D$4:$I$4
dataset_14c952d3398a066625b1928a,4,5,,结案方式,blank,True,$D$4:$I$4
dataset_14c952d3398a066625b1928a,4,6,,结案方式,blank,True,$D$4:$I$4
dataset_14c952d3398a066625b1928a,4,7,,结案方式,blank,True,$D$4:$I$4
dataset_14c952d3398a066625b1928a,4,8,,结案方式,blank,True,$D$4:$I$4
dataset_14c952d3398a066625b1928a,4,9,,结案方式,blank,True,$D$4:$I$4
dataset_14c952d3398a066625b1928a,4,10,未结,未结,text,True,$J$4:$J$5
dataset_14c952d3398a066625b1928a,5,1,,案件类别,blank,True,$A$4:$A$5
dataset_14c952d3398a066625b1928a,5,2,,收 案,blank,True,$B$4:$B$5
dataset_14c952d3398a066625b1928a,5,3,,结 案,blank,True,$C$4:$C$5
dataset_14c952d3398a066625b1928a,5,4,维持,维持,text,False,
dataset_14c952d3398a066625b1928a,5,5,改判,改判,text,False,
dataset_14c952d3398a066625b1928a,5,6,发回重审,发回重审,text,False,
dataset_14c952d3398a066625b1928a,5,7,撤诉,撤诉,text,False,
dataset_14c952d3398a066625b1928a,5,8,调解,调解,text,False,
dataset_14c952d3398a066625b1928a,5,9,其他,其他,text,False,
dataset_14c952d3398a066625b1928a,5,10,,未结,blank,True,$J$4:$J$5
dataset_14c952d3398a066625b1928a,6,1,合 计,合 计,text,False,
dataset_14c952d3398a066625b1928a,6,2,1683090,1683090,text,False,
dataset_14c952d3398a066625b1928a,6,3,1681193,1681193,text,False,
dataset_14c952d3398a066625b1928a,6,4,1011689,1011689,text,False,
dataset_14c952d3398a066625b1928a,6,5,194441,194441,text,False,
dataset_14c952d3398a066625b1928a,6,6,93109,93109,text,False,
dataset_14c952d3398a066625b1928a,6,7,221938,221938,text,False,
dataset_14c952d3398a066625b1928a,6,8,116096,116096,text,False,
dataset_14c952d3398a066625b1928a,6,9,43920,43920,text,False,
dataset_14c952d3398a066625b1928a,6,10,122366,122366,text,False,
dataset_14c952d3398a066625b1928a,7,1,刑事,刑事,text,False,
dataset_14c952d3398a066625b1928a,7,2,168785,168785,text,False,
dataset_14c952d3398a066625b1928a,7,3,168864,168864,text,False,
dataset_14c952d3398a066625b1928a,7,4,106028,106028,text,False,
dataset_14c952d3398a066625b1928a,7,5,17248,17248,text,False,
dataset_14c952d3398a066625b1928a,7,6,10463,10463,text,False,
dataset_14c952d3398a066625b1928a,7,7,34287,34287,text,False,
dataset_14c952d3398a066625b1928a,7,8,169,169,text,False,
dataset_14c952d3398a066625b1928a,7,9,669,669,text,False,
dataset_14c952d3398a066625b1928a,7,10,9508,9508,text,False,
dataset_14c952d3398a066625b1928a,8,1,民事,民事,text,False,
dataset_14c952d3398a066625b1928a,8,2,1367075,1367075,text,False,
dataset_14c952d3398a066625b1928a,8,3,1365148,1365148,text,False,
dataset_14c952d3398a066625b1928a,8,4,785448,785448,text,False,
dataset_14c952d3398a066625b1928a,8,5,169598,169598,text,False,
dataset_14c952d3398a066625b1928a,8,6,79171,79171,text,False,
dataset_14c952d3398a066625b1928a,8,7,179283,179283,text,False,
dataset_14c952d3398a066625b1928a,8,8,115724,115724,text,False,
dataset_14c952d3398a066625b1928a,8,9,35924,35924,text,False,
dataset_14c952d3398a066625b1928a,8,10,97458,97458,text,False,
dataset_14c952d3398a066625b1928a,9,1,行政,行政,text,False,
dataset_14c952d3398a066625b1928a,9,2,139153,139153,text,False,
dataset_14c952d3398a066625b1928a,9,3,139171,139171,text,False,
dataset_14c952d3398a066625b1928a,9,4,114310,114310,text,False,
dataset_14c952d3398a066625b1928a,9,5,6894,6894,text,False,
dataset_14c952d3398a066625b1928a,9,6,3017,3017,text,False,
dataset_14c952d3398a066625b1928a,9,7,8019,8019,text,False,
dataset_14c952d3398a066625b1928a,9,8,179,179,text,False,
dataset_14c952d3398a066625b1928a,9,9,6752,6752,text,False,
dataset_14c952d3398a066625b1928a,9,10,14470,14470,text,False,
dataset_14c952d3398a066625b1928a,10,1,行政赔偿,行政赔偿,text,False,
dataset_14c952d3398a066625b1928a,10,2,8077,8077,text,False,
dataset_14c952d3398a066625b1928a,10,3,8010,8010,text,False,
dataset_14c952d3398a066625b1928a,10,4,5903,5903,text,False,
dataset_14c952d3398a066625b1928a,10,5,701,701,text,False,
dataset_14c952d3398a066625b1928a,10,6,458,458,text,False,
dataset_14c952d3398a066625b1928a,10,7,349,349,text,False,
dataset_14c952d3398a066625b1928a,10,8,24,24,text,False,
dataset_14c952d3398a066625b1928a,10,9,575,575,text,False,
dataset_14c952d3398a066625b1928a,10,10,930,930,text,False,
dataset_6a18c0117ad8402186b10710,1,1,表18,表18,text,False,
dataset_6a18c0117ad8402186b10710,1,2,,,blank,False,
dataset_6a18c0117ad8402186b10710,1,3,,,blank,False,
dataset_6a18c0117ad8402186b10710,1,4,,,blank,False,
dataset_6a18c0117ad8402186b10710,1,5,,,blank,False,
dataset_6a18c0117ad8402186b10710,1,6,,,blank,False,
dataset_6a18c0117ad8402186b10710,1,7,,,blank,False,
dataset_6a18c0117ad8402186b10710,1,8,,,blank,False,
dataset_6a18c0117ad8402186b10710,1,9,,,blank,False,
dataset_6a18c0117ad8402186b10710,1,10,,,blank,False,
dataset_6a18c0117ad8402186b10710,1,11,,,blank,False,
dataset_6a18c0117ad8402186b10710,2,1,2019年全国法院审理各类再审案件情况统计表,2019年全国法院审理各类再审案件情况统计表,text,False,
dataset_6a18c0117ad8402186b10710,2,2,,,blank,False,
dataset_6a18c0117ad8402186b10710,2,3,,,blank,False,
dataset_6a18c0117ad8402186b10710,2,4,,,blank,False,
dataset_6a18c0117ad8402186b10710,2,5,,,blank,False,
dataset_6a18c0117ad8402186b10710,2,6,,,blank,False,
dataset_6a18c0117ad8402186b10710,2,7,,,blank,False,
dataset_6a18c0117ad8402186b10710,2,8,,,blank,False,
dataset_6a18c0117ad8402186b10710,2,9,,,blank,False,
dataset_6a18c0117ad8402186b10710,2,10,,,blank,False,
dataset_6a18c0117ad8402186b10710,2,11,,,blank,False,
dataset_6a18c0117ad8402186b10710,3,1,(单位:件),(单位:件),text,False,
dataset_6a18c0117ad8402186b10710,3,2,,,blank,False,
dataset_6a18c0117ad8402186b10710,3,3,,,blank,False,
dataset_6a18c0117ad8402186b10710,3,4,,,blank,False,
dataset_6a18c0117ad8402186b10710,3,5,,,blank,False,
dataset_6a18c0117ad8402186b10710,3,6,,,blank,False,
dataset_6a18c0117ad8402186b10710,3,7,,,blank,False,
dataset_6a18c0117ad8402186b10710,3,8,,,blank,False,
dataset_6a18c0117ad8402186b10710,3,9,,,blank,False,
dataset_6a18c0117ad8402186b10710,3,10,,,blank,False,
dataset_6a18c0117ad8402186b10710,3,11,,,blank,False,
dataset_6a18c0117ad8402186b10710,4,1,案件类别,案件类别,text,True,$A$4:$A$5
dataset_6a18c0117ad8402186b10710,4,2,收案,收案,text,True,$B$4:$B$5
dataset_6a18c0117ad8402186b10710,4,3,结案,结案,text,True,$C$4:$C$5
dataset_6a18c0117ad8402186b10710,4,4,结案方式,结案方式,text,True,$D$4:$J$4
dataset_6a18c0117ad8402186b10710,4,5,,结案方式,blank,True,$D$4:$J$4
dataset_6a18c0117ad8402186b10710,4,6,,结案方式,blank,True,$D$4:$J$4
dataset_6a18c0117ad8402186b10710,4,7,,结案方式,blank,True,$D$4:$J$4
dataset_6a18c0117ad8402186b10710,4,8,,结案方式,blank,True,$D$4:$J$4
dataset_6a18c0117ad8402186b10710,4,9,,结案方式,blank,True,$D$4:$J$4
dataset_6a18c0117ad8402186b10710,4,10,,结案方式,blank,True,$D$4:$J$4
dataset_6a18c0117ad8402186b10710,4,11,未结,未结,text,True,$K$4:$K$5
dataset_6a18c0117ad8402186b10710,5,1,,案件类别,blank,True,$A$4:$A$5
dataset_6a18c0117ad8402186b10710,5,2,,收案,blank,True,$B$4:$B$5
dataset_6a18c0117ad8402186b10710,5,3,,结案,blank,True,$C$4:$C$5
dataset_6a18c0117ad8402186b10710,5,4,维持,维持,text,False,
dataset_6a18c0117ad8402186b10710,5,5,改判,改判,text,False,
dataset_6a18c0117ad8402186b10710,5,6,发回重审,发回重审,text,False,
dataset_6a18c0117ad8402186b10710,5,7,撤诉,撤诉,text,False,
dataset_6a18c0117ad8402186b10710,5,8,调解,调解,text,False,
dataset_6a18c0117ad8402186b10710,5,9,驳回再 审申请,驳回再 审申请,text,False,
dataset_6a18c0117ad8402186b10710,5,10,其他,其他,text,False,
dataset_6a18c0117ad8402186b10710,5,11,,未结,blank,True,$K$4:$K$5
dataset_6a18c0117ad8402186b10710,6,1,合计,合计,text,False,
dataset_6a18c0117ad8402186b10710,6,2,81479,81479,text,False,
dataset_6a18c0117ad8402186b10710,6,3,79621,79621,text,False,
dataset_6a18c0117ad8402186b10710,6,4,11798,11798,text,False,
dataset_6a18c0117ad8402186b10710,6,5,18160,18160,text,False,
dataset_6a18c0117ad8402186b10710,6,6,7906,7906,text,False,
dataset_6a18c0117ad8402186b10710,6,7,2798,2798,text,False,
dataset_6a18c0117ad8402186b10710,6,8,4442,4442,text,False,
dataset_6a18c0117ad8402186b10710,6,9,195,195,text,False,
dataset_6a18c0117ad8402186b10710,6,10,34322,34322,text,False,
dataset_6a18c0117ad8402186b10710,6,11,14473,14473,text,False,
dataset_6a18c0117ad8402186b10710,7,1,刑事,刑事,text,False,
dataset_6a18c0117ad8402186b10710,7,2,3300,3300,text,False,
dataset_6a18c0117ad8402186b10710,7,3,3235,3235,text,False,
dataset_6a18c0117ad8402186b10710,7,4,686,686,text,False,
dataset_6a18c0117ad8402186b10710,7,5,1774,1774,text,False,
dataset_6a18c0117ad8402186b10710,7,6,308,308,text,False,
dataset_6a18c0117ad8402186b10710,7,7,45,45,text,False,
dataset_6a18c0117ad8402186b10710,7,8,8,8,text,False,
dataset_6a18c0117ad8402186b10710,7,9,,,blank,False,
dataset_6a18c0117ad8402186b10710,7,10,414,414,text,False,
dataset_6a18c0117ad8402186b10710,7,11,846,846,text,False,
dataset_6a18c0117ad8402186b10710,8,1,民事,民事,text,False,
dataset_6a18c0117ad8402186b10710,8,2,76327,76327,text,False,
dataset_6a18c0117ad8402186b10710,8,3,74599,74599,text,False,
dataset_6a18c0117ad8402186b10710,8,4,10655,10655,text,False,
dataset_6a18c0117ad8402186b10710,8,5,15949,15949,text,False,
dataset_6a18c0117ad8402186b10710,8,6,7426,7426,text,False,
dataset_6a18c0117ad8402186b10710,8,7,2718,2718,text,False,
dataset_6a18c0117ad8402186b10710,8,8,4425,4425,text,False,
dataset_6a18c0117ad8402186b10710,8,9,188,188,text,False,
dataset_6a18c0117ad8402186b10710,8,10,33238,33238,text,False,
dataset_6a18c0117ad8402186b10710,8,11,13215,13215,text,False,
dataset_6a18c0117ad8402186b10710,9,1,行政,行政,text,False,
dataset_6a18c0117ad8402186b10710,9,2,1764,1764,text,False,
dataset_6a18c0117ad8402186b10710,9,3,1749,1749,text,False,
dataset_6a18c0117ad8402186b10710,9,4,449,449,text,False,
dataset_6a18c0117ad8402186b10710,9,5,430,430,text,False,
dataset_6a18c0117ad8402186b10710,9,6,164,164,text,False,
dataset_6a18c0117ad8402186b10710,9,7,35,35,text,False,
dataset_6a18c0117ad8402186b10710,9,8,5,5,text,False,
dataset_6a18c0117ad8402186b10710,9,9,6,6,text,False,
dataset_6a18c0117ad8402186b10710,9,10,660,660,text,False,
dataset_6a18c0117ad8402186b10710,9,11,329,329,text,False,
dataset_6a18c0117ad8402186b10710,10,1,行政赔偿,行政赔偿,text,False,
dataset_6a18c0117ad8402186b10710,10,2,88,88,text,False,
dataset_6a18c0117ad8402186b10710,10,3,38,38,text,False,
dataset_6a18c0117ad8402186b10710,10,4,8,8,text,False,
dataset_6a18c0117ad8402186b10710,10,5,7,7,text,False,
dataset_6a18c0117ad8402186b10710,10,6,8,8,text,False,
dataset_6a18c0117ad8402186b10710,10,7,,,blank,False,
dataset_6a18c0117ad8402186b10710,10,8,4,4,text,False,
dataset_6a18c0117ad8402186b10710,10,9,1,1,text,False,
dataset_6a18c0117ad8402186b10710,10,10,10,10,text,False,
dataset_6a18c0117ad8402186b10710,10,11,83,83,text,False,
dataset_b3e38bc7209500d7fd5e82ff,1,1,表19,表19,text,False,
dataset_b3e38bc7209500d7fd5e82ff,1,2,,,blank,False,
dataset_b3e38bc7209500d7fd5e82ff,1,3,,,blank,False,
dataset_b3e38bc7209500d7fd5e82ff,1,4,,,blank,False,
dataset_b3e38bc7209500d7fd5e82ff,1,5,,,blank,False,
dataset_b3e38bc7209500d7fd5e82ff,1,6,,,blank,False,
dataset_b3e38bc7209500d7fd5e82ff,1,7,,,blank,False,
dataset_b3e38bc7209500d7fd5e82ff,1,8,,,blank,False,
dataset_b3e38bc7209500d7fd5e82ff,1,9,,,blank,False,
dataset_b3e38bc7209500d7fd5e82ff,1,10,,,blank,False,
dataset_b3e38bc7209500d7fd5e82ff,2,1,2019年全国法院审理首次执行案件情况统计表,2019年全国法院审理首次执行案件情况统计表,text,False,
dataset_b3e38bc7209500d7fd5e82ff,2,2,,,blank,False,
dataset_b3e38bc7209500d7fd5e82ff,2,3,,,blank,False,
dataset_b3e38bc7209500d7fd5e82ff,2,4,,,blank,False,
dataset_b3e38bc7209500d7fd5e82ff,2,5,,,blank,False,
dataset_b3e38bc7209500d7fd5e82ff,2,6,,,blank,False,
dataset_b3e38bc7209500d7fd5e82ff,2,7,,,blank,False,
dataset_b3e38bc7209500d7fd5e82ff,2,8,,,blank,False,
dataset_b3e38bc7209500d7fd5e82ff,2,9,,,blank,False,
dataset_b3e38bc7209500d7fd5e82ff,2,10,,,blank,False,
dataset_b3e38bc7209500d7fd5e82ff,3,1,(单位:件),(单位:件),text,False,
dataset_b3e38bc7209500d7fd5e82ff,3,2,,,blank,False,
dataset_b3e38bc7209500d7fd5e82ff,3,3,,,blank,False,
dataset_b3e38bc7209500d7fd5e82ff,3,4,,,blank,False,
dataset_b3e38bc7209500d7fd5e82ff,3,5,,,blank,False,
dataset_b3e38bc7209500d7fd5e82ff,3,6,,,blank,False,
dataset_b3e38bc7209500d7fd5e82ff,3,7,,,blank,False,
dataset_b3e38bc7209500d7fd5e82ff,3,8,,,blank,False,
dataset_b3e38bc7209500d7fd5e82ff,3,9,,,blank,False,
dataset_b3e38bc7209500d7fd5e82ff,3,10,,,blank,False,
dataset_b3e38bc7209500d7fd5e82ff,4,1,案件类别,案件类别,text,True,$A$4:$A$5
dataset_b3e38bc7209500d7fd5e82ff,4,2,收 案,收 案,text,True,$B$4:$B$5
dataset_b3e38bc7209500d7fd5e82ff,4,3,结 案,结 案,text,True,$C$4:$C$5
dataset_b3e38bc7209500d7fd5e82ff,4,4,结案方式,结案方式,text,True,$D$4:$I$4
dataset_b3e38bc7209500d7fd5e82ff,4,5,,结案方式,blank,True,$D$4:$I$4
dataset_b3e38bc7209500d7fd5e82ff,4,6,,结案方式,blank,True,$D$4:$I$4
dataset_b3e38bc7209500d7fd5e82ff,4,7,,结案方式,blank,True,$D$4:$I$4
dataset_b3e38bc7209500d7fd5e82ff,4,8,,结案方式,blank,True,$D$4:$I$4
dataset_b3e38bc7209500d7fd5e82ff,4,9,,结案方式,blank,True,$D$4:$I$4
dataset_b3e38bc7209500d7fd5e82ff,4,10,未结,未结,text,True,$J$4:$J$5
